iter	RMSE
941	128.5943351
942	128.4211016
943	128.3072238
944	128.2354587
945	128.0547342
946	127.9672963
947	127.9381653
948	127.9228463
949	127.8312696
950	127.7318702
951	127.5680536
952	127.5070988
953	127.3636375
954	127.225217
955	127.1728351
956	127.1444102
957	126.8283444
958	126.7890102
959	126.5938543
960	126.3960771
961	126.3804593
962	126.3068717
963	126.2759678
964	126.2504316
965	126.0814137
966	126.0485167
967	125.9688619
968	125.9130258
969	125.8780845
970	125.7751332
971	125.5522475
972	125.4068247
973	125.2866371
974	125.2566134
975	125.0933877
976	125.0092614
977	124.9536725
978	124.9336778
979	124.823035
980	124.6612187
981	124.5455267
982	124.5127356
983	124.4901208
984	124.4044963
985	124.3161367
986	124.2811027
987	124.2521421
988	124.2328673
989	124.1542956
990	124.0612144
991	124.0465093
992	123.9907263
993	123.9329838
994	123.8470611
995	123.8369782
996	123.7069111
997	123.6608385
998	123.5831862
999	123.4859706
